 128  128    860160    250427    195467    149913     57730     56214     53351     48370     42572         0 
 256  256   1460224    423612    329618    253863     95781     93299     88846     80573     70900         0 
 384  384   1669863    478974    373832    285984    108997    106123    100876     91276     80097         0 
 512  512   1774080    511806    398460    304961    115629    112655    107148     97098     85342         0 
 640  640   1839752    530945    410574    313473    117671    114567    109129     98827     86894         0 
 768  768   1884420    541052    419246    319874    121100    117887    112227    101858     89605         0 
 896  896   1920744    550426    429773    330356    128011    124641    118482    107680     94922         0 
1024 1024   1934464    561077    439151    336564    128239    124829    118583    107618     94769         0 
1152 1152   1969110    573020    448209    346608    132663    129255    122962    111705     98308         0 
1280 1280   1968738    577187    449731    345865    134069    130543    124280    112891     99276         0 
1408 1408   1987300    575519    447621    341870    133197    129674    123318    111996     98644         0 
1536 1536   1992321    588878    455700    347685    135248    131815    125390    113863    100141         0 
1664 1664   2018457    598076    464803    355761    139313    135624    129053    117370    103273         0 
1792 1792   2013690    595523    463237    354368    137793    134197    127513    115860    101864         0 
1920 1920   2042733    603701    469327    358914    137992    134504    127813    116061    101889         0 
2048 2048   2015520    591183    458806    350482    136294    132780    126275    114653    100866         0 
2176 2176   2066917    596009    462000    352652    134108    130603    124163    112622     99037         0 
2304 2304   2081898    608531    473935    363518    138346    134736    128211    116407    102162         0 
2432 2432   2055855    605011    471504    360583    139205    135534    128918    116994    102551         0 
2560 2560   2083389    609007    470785    357674    139351    135734    129085    117287    103216         0 
2688 2688   2081355    605584    467177    355337    137107    133444    126835    115151    101340         0 
2816 2816   2046681    592413    457932    348910    134297    130729    124223    112788     99267         0 
2944 2944   2108048    608453    469788    358456    138847    135171    128407    116560    102746         0 
3072 3072   2154375    627016    485823    369579    142512    138692    131782    119611    105171         0 
3200 3200   2184126    637602    494338    376562    145797    142004    134992    122382    107678         0 
3328 3328   2195765    641923    495815    376910    145307    141623    134412    121776    107053         0 
3456 3456   2187756    647707    500552    381630    147988    144264    136883    123954    108863         0 
3584 3584   2158563    631862    488388    372023    143502    139807    132867    120461    105755         0 
3712 3712   2106650    607541    469413    357642    139852    136134    129431    117545    103494         0 
3840 3840   2256090    651598    502893    382467    146478    142573    135640    123091    108290         0 
3968 3968   2169585    637217    495103    377357    145425    141733    134545    121947    107174         0 
4096 4096   2056264    598671    463718    353006    136685    133112    126567    114882    100940         0 
4224 4224   2188104    636955    490843    370999    146304    142428    135463    122965    107995         0 
4352 4352   2324040    668264    515923    391201    153859    149805    142436    129338    113738         0 
4480 4480   2156063    624651    481837    367276    143207    139452    132553    120349    105701         0 
4608 4608   2282175    666176    513659    389743    150176    146237    138971    126183    110737         0 
4736 4736   2067318    606748    467725    353420    137595    133866    127395    115768    101664         0 
4864 4864   2181558    636722    491515    373357    146554    142651    135610    123191    108250         0 
4992 4992   2298870    668712    515695    392458    151089    147087    139790    126892    111497         0 
5120 5120   2419254    700289    541045    412578    158684    154424    146814    133323    117078         0 
5248 5248   2118925    617440    478430    364567    140890    137172    130273    118233    103941         0 
5376 5376   2224365    650019    502839    382321    149622    145673    138479    125784    110665         0 
5504 5504   2332365    683973    529776    405075    156337    152207    144661    131299    115424         0 
5632 5632   2442925    717586    556261    425931    163460    159254    151393    137356    120616         0 
5760 5760   2556045    750889    581119    443616    170014    165635    157468    142897    125655         0 
5888 5888   2137380    616203    475902    361849    138804    135172    128509    116591    102306         0 
6016 6016   2231972    651257    505279    386685    149439    145604    138422    125597    110322         0 
6144 6144   2328612    676601    525108    402041    154622    150630    143281    130043    114125         0 
6272 6272   2427300    701314    543833    415816    159599    155478    147850    134135    117801         0 
6400 6400   2528036    735961    571159    439069    167262    162946    155012    140607    123304         0 
6528 6528   2630820    758311    587926    449123    173233    168781    160458    145684    127834         0 
6656 6656   2735652    787114    610185    466012    177835    173237    164712    149464    131141         0 
6784 6784   2131899    618755    479103    366054    142384    138732    131989    119633    105335         0 
6912 6912   2213595    635736    491586    374114    145817    142060    135024    122370    107644         0 
7040 7040   2296827    658015    508891    387595    149081    145209    138090    125087    109955         0 
7168 7168   2381595    686101    530699    404754    155853    151832    144332    130745    114973         0 
7296 7296   2467899    715147    554957    424650    165983    161744    153866    139504    122778         0 
7424 7424   2555739    731900    566078    430060    167459    163120    155044    140524    123664         0 
7552 7552   2645115    759597    588276    447183    174262    169750    161308    146207    128721         0 
7680 7680   2736027    785647    607939    463204    179428    174800    166182    150601    132522         0 
7808 7808   2828475    816668    633534    482872    190975    186108    176926    160442    141380         0 
7936 7936   2922459    842703    652881    497832    196008    191010    181583    164684    145080         0 
8064 8064   3017979    872952    676239    516893    202104    196976    187314    169815    149512         0 
8192 8192   2076690    598608    456498    347698    135992    132744    126834    115616    101678         0 
