 128  128         0         0         0         0         0         0         0         0         0         0 
 256  256   1024000    460519    347524    223438     97292     93306     87828     79879     70766         0 
 384  384   1377432    613947    463915    295484    131460    126120    118491    107962     95573         0 
 512  512   1554432    696658    525643    334140    148072    142089    133462    121714    107858         0 
 640  640   1663616    745654    560750    357715    155455    149255    140440    127831    113217         0 
 768  768   1737360    776572    583580    371234    163971    157181    147676    134658    119470         0 
 896  896   1794240    797906    604555    389541    174056    166919    156866    142983    126939         0 
1024 1024   1824256    820471    620756    399439    176110    168839    158508    144306    127904         0 
1152 1152   1870272    843031    638789    416566    183321    176002    165506    150854    133691         0 
1280 1280   1880424    852807    645765    418299    187138    179633    168942    154096    136379         0 
1408 1408   1906720    856862    649640    415450    185657    178296    167631    152885    135409         0 
1536 1536   1918620    884822    668220    427827    190867    183445    172438    157223    139282         0 
1664 1664   1949808    897741    681728    439181    196845    188997    177862    162419    144034         0 
1792 1792   1950312    899054    682422    439140    195438    187600    176429    160895    142461         0 
1920 1920   1982904    910941    691015    441798    195854    188060    176834    161236    142599         0 
2048 2048   1960320    893788    676131    431849    193727    185953    174810    159449    141332         0 
2176 2176   2013760    906238    682900    434479    191386    183656    172532    157185    139237         0 
2304 2304   2031432    919156    694910    445810    195736    187894    176708    160879    142473         0 
2432 2432   2008728    917798    695920    446739    198761    190741    179396    163365    144633         0 
2560 2560   2038092    932916    703402    448702    200832    192783    181425    165543    146988         0 
2688 2688   2038320    927794    695468    444988    197909    189727    178559    162942    144599         0 
2816 2816   2006340    909079    680987    435490    193683    185586    174414    159164    141258         0 
2944 2944   2068352    936001    699847    449962    201032    192719    181149    165234    146891         0 
3072 3072   2115540    964672    726636    463325    205101    196620    184777    168361    149210         0 
3200 3200   2146368    982626    742358    473321    209375    200822    188836    172020    152599         0 
3328 3328   2159300    992742    749373    476525    209566    201093    189146    172291    152638         0 
3456 3456   2152800    998150    754624    482367    213416    204949    192766    175555    155469         0 
3584 3584   2125332    976723    736270    469682    208867    200386    188435    171734    152079         0 
3712 3712   2075360    943336    708208    453223    203681    195283    183538    167419    148477         0 
3840 3840   2223720   1007976    756197    482575    212522    203731    191718    174763    154875         0 
3968 3968   2139480    980009    742282    472461    209182    200876    188911    172030    152420         0 
4096 4096   2028640    920447    694671    446112    197071    189103    177924    162091    143642         0 
4224 4224   2159616    995580    750021    477628    213634    204815    192607    175664    155733         0 
4352 4352   2294688   1043905    785690    501521    224307    215043    202210    184488    163443         0 
4480 4480   2129624    967814    728681    467929    208697    200091    188095    171661    152157         0 
4608 4608   2254980   1029584    774858    493939    217803    208879    196310    178997    158538         0 
4736 4736   2043360    941585    708822    451745    200294    192065    180772    164922    146079         0 
4864 4864   2156952    990421    745438    476753    213335    204548    192352    175508    155517         0 
4992 4992   2273616   1033837    777708    495601    219593    210538    197907    180430    159881         0 
5120 5120   2393352   1085207    816546    521764    231662    221985    208572    190224    168510         0 
5248 5248   2096800    954716    720582    460230    203860    195487    183727    167356    148191         0 
5376 5376   2201700   1009912    760710    486227    217894    208959    196502    179204    158950         0 
5504 5504   2309160   1055234    796229    509758    225814    216539    203526    185496    164396         0 
5632 5632   2419180   1105412    834808    536865    236797    227160    213609    194581    172468         0 
5760 5760   2531760   1159977    873613    559735    247038    237029    222968    203247    180122         0 
5888 5888   2117520    962713    723409    460366    203966    195522    183657    167461    148401         0 
6016 6016   2211680   1010608    762787    490976    217665    208802    196387    179002    158591         0 
6144 6144   2307888   1048977    791376    509935    225167    216045    203264    185235    164118         0 
6272 6272   2406144   1089918    821255    527114    232529    223016    209673    191036    169221         0 
6400 6400   2506448   1135282    855417    553375    242838    233028    219250    199786    176897         0 
6528 6528   2608800   1180842    888425    570971    253218    242813    228239    208098    184370         0 
6656 6656   2713200   1226435    923101    591214    260255    249623    234618    213879    189485         0 
6784 6784   2114736    960150    725172    467951    207484    199138    187393    170796    151482         0 
6912 6912   2196108    993793    748574    479010    212129    203407    191119    174032    154230         0 
7040 7040   2279016   1025928    772729    495735    217659    208755    196246    178702    158177         0 
7168 7168   2363460   1066894    804186    516903    226826    217593    204657    186257    164928         0 
7296 7296   2449440   1108963    838536    542001    240357    230780    217173    197877    175336         0 
7424 7424   2536956   1147305    864296    551187    244425    234359    220128    200515    177710         0 
7552 7552   2626008   1188212    896566    573615    254081    243630    228923    208421    184823         0 
7680 7680   2716596   1225312    924350    592732    260971    250431    235485    214410    190014         0 
7808 7808   2808720   1273944    963608    618246    276663    265528    249694    227451    201789         0 
7936 7936   2902380   1313241    992759    637724    283970    272587    256388    233499    207126         0 
8064 8064   2997576   1355742   1025070    660320    292784    281103    264519    240875    213627         0 
8192 8192   2062872    916680    692272    445918    198178    190522    179174    163472    145068         0 
