[345 77]
[173 85]
[174 85]
[173 86]
[174 86]
[559 101]
[560 101]
[559 102]
[560 102]
[558 103]
[559 103]
[668 122]
[25 201]
[26 201]
[27 201]
[25 202]
[26 202]
[27 202]
[25 203]
[26 203]
[27 203]
[34 301]
[34 302]
[251 366]
[470 375]
[471 375]
[641 450]
[642 450]
[642 451]
[181 527]
[182 527]
[181 528]
[182 528]
[68 558]
[68 559]
