 128  128 121929728  12238630   6999404   4682676    471239    450313    418827    359074    301551    301551 
 256  256 128000000  12833166   7324675   4925208    478330    458024    427817    367430    308775    308775 
 384  384 130167324  12786801   7298829   4900678    480348    459413    428245    367239    307149    307149 
 512  512 131090432  12900719   7353139   4973044    480293    459550    428484    367775    308922    308922 
 640  640 131841568  13022721   7452926   4986729    477852    457486    427100    366910    308408    308408 
 768  768 132386832  13063279   7465695   4995125    484009    462978    431968    371378    311973    311973 
 896  896 133072800  13074693   7473174   5032619    508107    486038    453141    389494    327354    327354 
1024 1024 132649472  13254429   7601342   5122383    497265    475739    443098    380494    319611    319611 
1152 1152 133958232  13520677   7763088   5251415    517436    495077    461213    395918    332185    332185 
1280 1280 133092232  13358887   7649985   5096397    513977    491711    458278    393839    330340    330340 
1408 1408 133661072  13325568   7635881   5106356    515592    492976    459363    393690    329857    329857 
1536 1536 133431300  13616258   7798819   5184024    521185    498763    465155    398951    334356    334356 
1664 1664 134699236  13767294   7873300   5226038    534704    511312    476474    409441    343520    343520 
1792 1792 133971432  13677842   7786902   5178083    526398    503351    468928    402685    337240    337240 
1920 1920 135545652  13774773   7842644   5244409    523712    500822    466563    400644    335479    335479 
2048 2048 133432448  13325479   7578212   5060648    512041    489779    456542    392491    329204    329204 
2176 2176 136558100  13563082   7729246   5187444    506859    484910    451905    388035    325779    325779 
2304 2304 137300904  13870331   7939213   5332096    521488    499049    465487    399678    335241    335241 
2432 2432 135365948  13782180   7896961   5270891    523919    501201    467528    400785    335724    335724 
2560 2560 136981236  13738176   7838528   5180036    525952    503000    469091    403530    339204    339204 
2688 2688 136669356  13603371   7729266   5117962    511408    488813    455805    391869    328891    328891 
2816 2816 134233700  13324734   7589289   5030674    501864    479633    446919    384513    323037    323037 
2944 2944 138109504  13678853   7781458   5162463    520074    497054    462966    398077    334451    334451 
3072 3072 141005340  14120521   8047890   5331359    531618    508268    473398    406836    341459    341459 
3200 3200 142822904  14344919   8192076   5445479    540652    517301    482131    414402    348092    348092 
3328 3328 143463892  14476148   8254508   5481348    541745    518394    483326    414897    347914    347914 
3456 3456 142830000  14584271   8310569   5546420    551021    527405    491691    421841    353643    353643 
3584 3584 140822924  14190113   8109579   5380205    534601    511580    477028    409711    343552    343552 
3712 3712 137344360  13570740   7743409   5131911    521147    498265    464208    399120    335277    335277 
3840 3840 146995560  14672990   8393860   5564146    546533    522545    487165    418826    351774    351774 
3968 3968 141276996  14371393   8229390   5510845    539917    516925    482291    413986    347366    347366 
4096 4096 133824800  13499761   7743962   5150546    509345    487258    454494    390741    328190    328190 
4224 4224 142332192  14234631   8130068   5319369    544190    520402    485207    417460    350525    350525 
4352 4352 151101728  14976389   8550807   5624969    573565    548129    510678    439034    368340    368340 
4480 4480 140116732  13926845   7956517   5263980    530555    507229    472615    406357    341095    341095 
4608 4608 148248828  14903968   8526282   5637275    558029    533734    497501    427829    359399    359399 
4736 4736 134237400  13478556   7702029   5029016    509045    486651    453808    390593    328075    328075 
4864 4864 141600984  14150240   8055763   5299522    541442    517543    482066    414477    347883    347883 
4992 4992 149161176  14855569   8458239   5621976    556857    532459    496143    426759    358518    358518 
5120 5120 156917976  15604530   8904538   5922591    586961    561174    522792    449523    377299    377299 
5248 5248 137392820  13799330   7881462   5256179    519579    496858    463056    397844    334008    334008 
5376 5376 144184500  14449079   8247333   5450965    552805    528566    492523    423446    355746    355746 
5504 5504 151140020  15246614   8703644   5813032    574737    549659    512405    440432    369743    369743 
5632 5632 158259380  16085135   9184354   6149002    604171    578029    538990    462697    388134    388134 
5760 5760 165542580  16747416   9552274   6372464    626709    599494    558882    480320    403241    403241 
5888 5888 138391696  13737323   7846042   5211394    513282    490767    457371    393398    330430    330430 
6016 6016 144480400  14566683   8333817   5552622    550720    526824    491192    422075    354189    354189 
6144 6144 150700176  15133536   8653949   5773086    570359    545480    508530    436797    366399    366399 
6272 6272 157051024  15658694   8952168   5972794    587999    562435    524437    450754    378414    378414 
6400 6400 163532944  16541401   9448908   6360192    617493    590687    551021    473224    396845    396845 
6528 6528 170145936  16899699   9669587   6440432    637944    610123    568767    488838    410307    410307 
6656 6656 176890000  17625476  10086463   6739715    657212    628473    585852    503365    422446    422446 
6784 6784 137823852  13866456   7930747   5325420    523775    501052    467340    401163    336475    336475 
6912 6912 143078508  14300390   8171641   5482310    540378    516810    481804    413521    346800    346800 
7040 7040 148431468  14735732   8439260   5662045    547601    523785    488342    419342    351754    351754 
7168 7168 153882732  15452268   8833254   5949830    575051    549986    512728    439688    368453    368453 
7296 7296 159432300  15992868   9134589   6146057    608582    582336    543141    466309    391160    391160 
7424 7424 165080172  16388338   9394117   6278337    618481    591514    551201    473358    397375    397375 
7552 7552 170826348  17083487   9777831   6552449    646045    617801    575684    494102    414578    414578 
7680 7680 176670828  17657130  10098358   6781653    662904    634076    591091    507197    425409    425409 
7808 7808 182613612  18264656  10438531   6997487    704398    673928    628348    539293    452627    452627 
7936 7936 188654700  18858558  10772047   7221070    724274    692932    646198    554770    465636    465636 
8064 8064 194794092  19546166  11155154   7500059    744094    712032    664157    570056    478324    478324 
8192 8192 134021192  13386240   7626644   5126956    506226    484414    451942    388082    325600    325600 
