[8 5]
[666 6]
[26 12]
[9 15]
[665 21]
[621 50]
[668 50]
[629 53]
[620 54]
[641 54]
[641 55]
[636 58]
[653 63]
[632 64]
[577 93]
[667 94]
[764 117]
[660 128]
[511 160]
[544 160]
[637 171]
[635 181]
[592 187]
[592 188]
[634 188]
[567 190]
[554 195]
[594 196]
[554 198]
[601 199]
[607 200]
[659 201]
[672 201]
[682 204]
[623 205]
[610 210]
[538 213]
[610 213]
[589 215]
[657 215]
[631 217]
[650 220]
[574 238]
[645 263]
[654 272]
[629 426]
[623 436]
